,ID,text,select_text,sentiment,mood
11644,11645,i was feeling discouraged at this point,feeling discouraged point,negative,"sadness
"
11645,11646,i truly feel that the portrayal of jesus in this movie was gratuitously violent,truly feel portrayal jesus movie gratuitously violent,negative,"anger
"
11646,11647,i can sleep on the couch or on the floor if you are still feeling shaken he offers gently,sleep couch floor still feeling shaken offer gently,negative,"fear
"
11647,11648,i guess and by am i was feeling really melancholy and sad for the people in the movie the heavy use of the cello in the soundtrack makes anything seem sad,guess feeling really melancholy sad people movie heavy use cello soundtrack make anything seem sad,negative,"sadness
"
11648,11649,ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,ill add havent tried time feel adapt pick technique quickly one thing amazed taken long,positive,"surprise
"
11649,11650,i feel no joy like that the faithful feel viewing the glories of their holy place an horror of great darkness is upon me a fearful dread hath overwhelmed me,feel joy like faithful feel viewing glory holy place horror great darkness upon fearful dread hath overwhelmed,positive,"joy
"
11650,11651,i feel really sad that my own girlfriend cannot even open up to me or communicate with me,feel really sad girlfriend even open communicate,negative,"sadness
"
11651,11652,i also feel curious when i read all the readings because not only i want to have depth understanding of social constructivism itself but also i found this unit gives opportunity for me to understand the philosophy of each type of constructivism,also feel curious read reading want depth understanding social constructivism also found unit give opportunity understand philosophy type constructivism,positive,"surprise
"
11652,11653,i will try to explain how i feel in order that you don t think i am ungrateful for having been blessed with a child,try explain feel order think ungrateful blessed child,negative,"sadness
"
11653,11654,i just feel kind of heartless now,feel kind heartless,negative,"anger
"
11654,11655,i feel as rich as solomon,feel rich solomon,positive,"joy
"
11655,11656,i always feel a bit personally assaulted,always feel bit personally assaulted,negative,"sadness
"
11656,11657,i feel myself afraid of being abandoned,feel afraid abandoned,negative,"fear
"
11657,11658,i had to take them out for a while leaving me feeling even more distressed,take leaving feeling even distressed,negative,"fear
"
11658,11659,i know that when i am feeling distraught or moody i can depend on you two to put a smile back on my face,know feeling distraught moody depend two put smile back face,negative,"fear
"
11659,11660,i feel the most glamorous is when i m feeling the most capable the most confident or the most in tune with my own mind,feel glamorous feeling capable confident tune mind,positive,"joy
"
11660,11661,i couldnt feel thing however that kind of bothered me because i didnt feel it pop,couldnt feel thing however kind bothered didnt feel pop,negative,"anger
"
11661,11662,im supposed to feel compassionate towards that little girl but i feel like she never existed,supposed feel compassionate towards little girl feel like never existed,positive,"love
"
11662,11663,i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,really need money right feel like greedy nasty aunt wanting hand everything,negative,"anger
"
11663,11664,i think i am feeling a little rebellious as i am getting older and i like it,think feeling little rebellious getting older like,negative,"anger
"
11664,11665,i need to move past the grief and maybe even feel angry,need move past grief maybe even feel angry,negative,"anger
"
11665,11666,i feel like when you only have one child that the time you have with them is all the more precious,feel like one child time precious,positive,"joy
"
11666,11667,i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,also feel though assumption rude soon informed married next question follows kid,negative,"anger
"
11667,11668,i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,think much sit voice sound gotten food mouth feeling need make way around everyone rude,negative,"anger
"
11668,11669,i really feel about affiliate marketing add to delicious a href http www,really feel affiliate marketing add delicious href http www,positive,"joy
"
11669,11670,i love it he makes me feel so greedy,love make feel greedy,negative,"anger
"
11670,11671,on a dark night i felt that there were several people near me and i did not know who they were,dark night felt several people near know,negative,"fear
"
11671,11672,i feel gorgeous is a very fitting word to describe the new album in my humble opinion,feel gorgeous fitting word describe new album humble opinion,positive,"joy
"
11672,11673,i know many people still feel betrayed by neil odonnell for his two very unfortunate interceptions and i realize the loss is at the top of most fans lists of most heartbreaking moments in pittsburgh sports history but i dont look at it that way,know many people still feel betrayed neil odonnell two unfortunate interception realize loss top fan list heartbreaking moment pittsburgh sport history dont look way,negative,"sadness
"
11673,11674,i started out feeling sympathetic towards him because i wouldnt want dr,started feeling sympathetic towards wouldnt want,positive,"love
"
11674,11675,i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,feel sense chivalry magnanimity whatsoever toward defeated opposition,negative,"sadness
"
11675,11676,i hate feeling bitter,hate feeling bitter,negative,"anger
"
11676,11677,im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,feeling world spin around bed couple glass wine doesnt getting suspicious,negative,"fear
"
11677,11678,i will feel as though that time has come in vain,feel though time come vain,negative,"sadness
"
11678,11679,i say it it makes me feel special,say make feel special,positive,"joy
"
11679,11680,i did not however feel like the teachers guide was useful after about the first month,however feel like teacher guide useful first month,positive,"joy
"
11680,11681,i feel bitter and jealous,feel bitter jealous,negative,"anger
"
11681,11682,i met new friends rachel benedict and all feel more assured about my faith,met new friend rachel benedict feel assured faith,positive,"joy
"
11682,11683,i want to go find something to wear for pesach that is ethnic and flowy and perhaps even jingly and makes me feel playful and royal at the same time,want find something wear pesach ethnic flowy perhaps even jingly make feel playful royal time,positive,"joy
"
11683,11684,i feel the need to comment on how amazing it is,feel need comment amazing,positive,"joy
"
11684,11685,ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,ive feeling kind distracted obviously conducive working philosophy problem,negative,"anger
"
11685,11686,i feel groggy today and tired,feel groggy today tired,negative,"sadness
"
11686,11687,i am feeling jaded,feeling jaded,negative,"sadness
"
11687,11688,i know how that feels have in ars nes own words disturbed the croatians season somewhat,know feel word disturbed croatian season somewhat,negative,"sadness
"
11688,11689,i feel you need to focus on your responses and they need to be truthful,feel need focus response need truthful,positive,"joy
"
11689,11690,i for thanksgiving complete with lb suspiciously moist turkey and traditional stuffings and with the final death of thanksgiving i can look around and go ahhh and start enjoying the holidays rather than feeling assaulted by them,thanksgiving complete suspiciously moist turkey traditional stuffing final death thanksgiving look around ahhh start enjoying holiday rather feeling assaulted,negative,"sadness
"
11690,11691,i tend to be a window shopper when im alone because theres always going to be a self imposed limit of one or two when im feeling naughty,tend window shopper alone always going self imposed limit one two feeling naughty,positive,"love
"
11691,11692,i go through the cycle again and again attending lessons doing tutorials feeling lethargic etc etc,cycle attending lesson tutorial feeling lethargic etc etc,negative,"sadness
"
11692,11693,i also potted up this fuchsia grown from a cutting last year my first attempt at taking cuttings and of which im feeling rather pleased with myself,also potted fuchsia grown cutting last year first attempt taking cutting feeling rather pleased,positive,"joy
"
11693,11694,i instantly feel anxious that a police officer is going to pull me over,instantly feel anxious police officer going pull,negative,"fear
"
11694,11695,i feel honored to have had the privilege to have met him,feel honored privilege met,positive,"joy
"
11695,11696,i felt unfairly treated at an airport,felt unfairly treated airport,negative,"anger
"
11696,11697,ive been waking up to a bladder that feels extremely unhappy and i found any type of exercise made it worse or definitely irritated it,ive waking bladder feel extremely unhappy found type exercise made worse definitely irritated,negative,"sadness
"
11697,11698,i feel agitated,feel agitated,negative,"anger
"
11698,11699,i still feel tortured by feelings or thoughts or memories,still feel tortured feeling thought memory,negative,"fear
"
11699,11700,i loved my supervisions because i come in feeling like a dumb dumb and leave feeling so heroic as if ive accomplished something huge,loved supervision come feeling like dumb dumb leave feeling heroic ive accomplished something huge,negative,"sadness
"
11700,11701,i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,confess feeling quite angry read negative review boy basically victim blaming slut shaming,negative,"anger
"
11701,11702,i trust you enough to share a pretty humiliating experience remember this and feel honoured as you guffaw at whats to come,trust enough share pretty humiliating experience remember feel honoured guffaw whats come,positive,"joy
"
11702,11703,i feel like im the only one there with a brain not to be rude but i refuse to sit with loud and rude people so i sit alone with just myself and a good book,feel like one brain rude refuse sit loud rude people sit alone good book,negative,"anger
"
11703,11704,i didn t feel like i was being punished and didn t feel any pain at any time,feel like punished feel pain time,negative,"sadness
"
11704,11705,i want to feel useful i guess,want feel useful guess,positive,"joy
"
11705,11706,i started to feel really confused,started feel really confused,negative,"fear
"
11706,11707,i cant help but feel how much burdened my parents are,cant help feel much burdened parent,negative,"sadness
"
11707,11708,i swear it felt like every single feeling of exhaustion i have had and then ignored in the last months came flooding back to me last night,swear felt like every single feeling exhaustion ignored last month came flooding back last night,negative,"sadness
"
11708,11709,i feel absolutely overwhelmed by it,feel absolutely overwhelmed,negative,"fear
"
11709,11710,i need to act cool act unconcern to him so that he wont feel he is special he is appreciated so that i feel safe that he couldnt see the truth sides of me im so tired of covering all the real feelings,need act cool act unconcern wont feel special appreciated feel safe couldnt see truth side tired covering real feeling,positive,"joy
"
11710,11711,i didnt feel scared at all,didnt feel scared,negative,"fear
"
11711,11712,i discussed previously in my last blog post how apprehensive audiences have become towards bathrooms they automatically feel nervous which has become a fantastic trope for horror fiction,discussed previously last blog post apprehensive audience become towards bathroom automatically feel nervous become fantastic trope horror fiction,negative,"fear
"
11712,11713,i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,put knitting covered ear hand trying minimize feeling assaulted,negative,"fear
"
11713,11714,i was told it would make my arms go numb but i didnt feel anything numb about it as they pricked my arm with their so called baby iv,told would make arm numb didnt feel anything numb pricked arm called baby,negative,"sadness
"
11714,11715,i feel i must write you owls until i am fearless and brave,feel must write owl fearless brave,positive,"joy
"
11715,11716,i love seeing what books resonate with my girls i love seeing their faces grow serious when characters face complications trials and obstacles and i love the discussions that come out of reading time as we talk about main ideas how the books made us feel and what may have surprised us,love seeing book resonate girl love seeing face grow serious character face complication trial obstacle love discussion come reading time talk main idea book made feel may surprised,positive,"surprise
"
11716,11717,i feel it is equally important that you know i do have a passionate side that gets lit up every now and then and you are bound to see it,feel equally important know passionate side get lit every bound see,positive,"joy
"
11717,11718,i have a feeling this will be a good soap for january,feeling good soap january,positive,"joy
"
11718,11719,i asked him how it felt to be under a flogger wielded by me he said it made him feel more submissive to me that he was more and more mine at least for the night,asked felt flogger wielded said made feel submissive mine least night,negative,"sadness
"
11719,11720,i love the feel of his lips on mine how i feel so safe in his arms even though im older i just love how i feel and who i am when i am with him,love feel lip mine feel safe arm even though older love feel,positive,"joy
"
11720,11721,im taking this to heart and feel that the gentle age of is the perfect time and place to engage in some fearlessness and wholesale change,taking heart feel gentle age perfect time place engage fearlessness wholesale change,positive,"love
"
11721,11722,i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,know car enthusiast bit tribal youre starting feel suspicious car journalist turned dark side dont worry still prefer four wheel two,negative,"fear
"
11722,11723,i feel sure that i wouldnt have gained so much weight without the help of bipolar medications,feel sure wouldnt gained much weight without help bipolar medication,positive,"joy
"
11723,11724,i feel as though the past two months have been a strange waking hour upon the even stranger dream of everything my years in wisconsin were and were not,feel though past two month strange waking hour upon even stranger dream everything year wisconsin,negative,"fear
"
11724,11725,im gonna stop him from bugging me and get a license yes feeling very very determined right now insyallah by end of next year,gon stop bugging get license yes feeling determined right insyallah end next year,positive,"joy
"
11725,11726,i feel out of longing is actually being sublimed,feel longing actually sublimed,positive,"love
"
11726,11727,i deprive myself of everything nice i end up cracking feeling terrible for eating something bad and in turn eat more of it,deprive everything nice end cracking feeling terrible eating something bad turn eat,negative,"sadness
"
11727,11728,i could compare john fullbright to a lot of people to try to give you some reference points but i feel like that does him a disservice as soon as you think oh hes like fill in the blank suddenly hes not,could compare john fullbright lot people try give reference point feel like doe disservice soon think like fill blank suddenly,negative,"sadness
"
11728,11729,i always feel rushed on the way to visit no comments,always feel rushed way visit comment,negative,"anger
"
11729,11730,i have been really feeling my age and beyond this week i thought a gentle reminder was in order,really feeling age beyond week thought gentle reminder order,positive,"love
"
11730,11731,i feel thankful for,feel thankful,positive,"joy
"
11731,11732,i thank him when i feel so utterly defeated,thank feel utterly defeated,negative,"sadness
"
11732,11733,im already rereading what i just wrote and feeling like im portraying my sweet girl as a brat,already rereading wrote feeling like portraying sweet girl brat,positive,"love
"
11733,11734,i feel like a savage when i eat meat but i wouldve eaten my own hand if i couldnt have some of that turkey,feel like savage eat meat wouldve eaten hand couldnt turkey,negative,"anger
"
11734,11735,i feel so lucky i know that we are in a minority,feel lucky know minority,positive,"joy
"
11735,11736,im gradually feeling a little irritated with how pacified all these people can be at present until i wish to just disappear and let them coordinate their own nonsense sometimes,gradually feeling little irritated pacified people present wish disappear let coordinate nonsense sometimes,negative,"anger
"
11736,11737,i feel rejected like i dont belong to the circle those circles that i realised i never was comfortable there,feel rejected like dont belong circle circle realised never comfortable,negative,"sadness
"
11737,11738,ive been hanging around younger people and when i am with them i feel like im but when i see the photos of us together i am suddenly shaken to see just how old i look,ive hanging around younger people feel like see photo together suddenly shaken see old look,negative,"fear
"
11738,11739,i begin feeling remorseful for not being more selfless and spreading the gospel,begin feeling remorseful selfless spreading gospel,negative,"sadness
"
11739,11740,i wake up feeling kind of dazed and groggy,wake feeling kind dazed groggy,positive,"surprise
"
11740,11741,i still feel quite amazed at how silent snow is compared to rain,still feel quite amazed silent snow compared rain,positive,"surprise
"
11741,11742,i feel really honored to be given the opportunity to tell my story,feel really honored given opportunity tell story,positive,"joy
"
11742,11743,i guess im a tough woman but i feel delicate,guess tough woman feel delicate,positive,"love
"
11743,11744,i dont know who i like i feel so bitchy and flirty,dont know like feel bitchy flirty,negative,"anger
"
11744,11745,i was feeling threatened that it might be taken away from me,feeling threatened might taken away,negative,"fear
"
11745,11746,i feel them gnawing out holes all throughout my flawless soul,feel gnawing hole throughout flawless soul,positive,"joy
"
11746,11747,i feel a bit dumb,feel bit dumb,negative,"sadness
"
11747,11748,ive moved to northern saskatchewan i feel truly victimized,ive moved northern saskatchewan feel truly victimized,negative,"sadness
"
11748,11749,i have the feeling that she was the super agent we even found out that while she is good at shooting she is not good at shooting at a moving truck,feeling super agent even found good shooting good shooting moving truck,positive,"joy
"
11749,11750,i feel so unimportant to all of them they all have more special friends partners etc in their lives,feel unimportant special friend partner etc life,negative,"sadness
"
11750,11751,im happy to have finished the script s its good to have a feeling of accomplishment but im feeling rather discontent,happy finished script good feeling accomplishment feeling rather discontent,negative,"sadness
"
11751,11752,im feeling more lively now,feeling lively,positive,"joy
"
11752,11753,i guess im just really feeling the heat lately and sweet baby rays buffalo sauce brings it baby,guess really feeling heat lately sweet baby ray buffalo sauce brings baby,positive,"joy
"
11753,11754,i was put on a less powerful pain med drip but i didnt feel out of control so i liked that drug better,put powerful pain med drip didnt feel control liked drug better,positive,"love
"
11754,11755,i lay in bed on tuesday night feeling terrible,lay bed tuesday night feeling terrible,negative,"sadness
"
11755,11756,i feel pressured in social situations yes but not as much anymore i love my body enough to not abandon it for the sake of someone else s beliefs,feel pressured social situation yes much anymore love body enough abandon sake someone else belief,negative,"fear
"
11756,11757,i guess his widow was feeling generous when she packed it up,guess widow feeling generous packed,positive,"love
"
11757,11758,im sick of the fact that in the few and far between times i feel i can depend on someone because i am so stubborn and proud never want t but sometimes it happens they let me down,sick fact far time feel depend someone stubborn proud never want sometimes happens let,negative,"anger
"
11758,11759,i feel very triumphant another personal mini goal accomplished,feel triumphant another personal mini goal accomplished,positive,"joy
"
11759,11760,i was feeling excited and motivated,feeling excited motivated,positive,"joy
"
11760,11761,i kept quiet feeling a little foolish that i had been too quick to jump into conclusion,kept quiet feeling little foolish quick jump conclusion,negative,"sadness
"
11761,11762,i feel assured that this is gods plan for me,feel assured god plan,positive,"joy
"
11762,11763,i could only describe as feeling like there s something moving inside you it s not pleasant but it s nothing like true cramps impossible to describe unless you ve been poked from the inside out,could describe feeling like something moving inside pleasant nothing like true cramp impossible describe unless poked inside,positive,"joy
"
11763,11764,i never had the pleasure of meeting him but i feel like i know him through his popular weekly newspaper column the ridgerunner report by jim solberg,never pleasure meeting feel like know popular weekly newspaper column ridgerunner report jim solberg,positive,"joy
"
11764,11765,i feel so curious why she add me back,feel curious add back,positive,"surprise
"
11765,11766,i have all of that obviously because of what i do on youtube and my blog and while i have a ton i like that i can feel ok about it because i have it managed in a nice and organized way,obviously youtube blog ton like feel managed nice organized way,positive,"joy
"
11766,11767,i feel pressured to say something,feel pressured say something,negative,"fear
"
11767,11768,i got to feel our sweet girl kick in my belly and he never had that intimacy with her,got feel sweet girl kick belly never intimacy,positive,"love
"
11768,11769,i feel like an explorer in my own life radiant woman photography a href http lightsync,feel like explorer life radiant woman photography href http lightsync,positive,"joy
"
11769,11770,i would feel fearful of being killed by other mistresses,would feel fearful killed mistress,negative,"fear
"
11770,11771,i love the idea of the white blouse under the jumper because i feel the jumper would be too boring without a collar and with the pink spiked necklace underneath the collar i think this would give the jumper a nice touch,love idea white blouse jumper feel jumper would boring without collar pink spiked necklace underneath collar think would give jumper nice touch,negative,"sadness
"
11771,11772,i ought to consider this change a wee bit of a little step backward but i am feeling so much more afraid than i should be,ought consider change wee bit little step backward feeling much afraid,negative,"fear
"
11772,11773,i made it for when i was feeling affectionate,made feeling affectionate,positive,"love
"
11773,11774,i couldn t help but feel like this was warsaw in a nutshell gorgeous spaces with dark shadows that sometimes creep up on you but that are never around for long before the sun returns to push them back again,help feel like warsaw nutshell gorgeous space dark shadow sometimes creep never around long sun return push back,positive,"joy
"
11774,11775,i dunno being around him makes me feel like a startled rabbit,dunno around make feel like startled rabbit,negative,"fear
"
11775,11776,i just feel so dirty,feel dirty,negative,"sadness
"
11776,11777,i dont know why but i feel emotionally assaulted by this fact,dont know feel emotionally assaulted fact,negative,"fear
"
11777,11778,i must say i do feel troubled a href http emillionstars,must say feel troubled href http emillionstars,negative,"sadness
"
11778,11779,ive been doing and still not feeling good enough but greater,ive still feeling good enough greater,positive,"joy
"
11779,11780,i feel the only news which soothes the troubled minds is the news from uk,feel news soothes troubled mind news,negative,"sadness
"
11780,11781,i feel so sorry for you your family and friends,feel sorry family friend,negative,"sadness
"
11781,11782,i just feel so listless and lost,feel listless lost,negative,"sadness
"
11782,11783,when i happen to witness some sadistic acts,happen witness sadistic act,negative,"anger
"
11783,11784,i feel pretty confident giving endless opinons about,feel pretty confident giving endless opinons,positive,"joy
"
11784,11785,i feel valued scores tracking terribly low,feel valued score tracking terribly low,positive,"joy
"
11785,11786,i feel like i am totally trusting someone my soul cannot submit to that and so walls go up and the restlessness never ends,feel like totally trusting someone soul submit wall restlessness never end,positive,"joy
"
11786,11787,im listing some reference verses to look up and read to remind you when thoughts and feeling of rejection haunt you that you are a beloved child of god,listing reference verse look read remind thought feeling rejection haunt beloved child god,positive,"love
"
11787,11788,i mean i feel i feel like the i feel the burden i cant breathe and suddenly im terrified of october what have i been doing the past weeks,mean feel feel like feel burden cant breathe suddenly terrified october past week,negative,"fear
"
11788,11789,i really feel deprived,really feel deprived,negative,"sadness
"
11789,11790,i happened to see the videotape movie this is america part one at my friends place,happened see videotape movie america part one friend place,negative,"anger
"
11790,11791,i have the right to feel jealous naman to think na theres no us to begin with,right feel jealous naman think begin,negative,"anger
"
11791,11792,i feel when i have to sit alone,feel sit alone,negative,"sadness
"
11792,11793,ive been on a bike and this bike it feels kind of strange,ive bike bike feel kind strange,negative,"fear
"
11793,11794,i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second,feel little strange recommending one wrote first night marshal book invited glenn write second,negative,"fear
"
11794,11795,i had already decided i liked this guy enough that i didn t want him to die but more and more i got the sinking feeling that very soon after his company walked through the door this guy that i already liked was going to die a horrible death,already decided liked guy enough want die got sinking feeling soon company walked door guy already liked going die horrible death,positive,"love
"
11795,11796,i remember feeling terrified around plants back when i was a kid,remember feeling terrified around plant back kid,negative,"fear
"
11796,11797,i feel totally disillusioned with med school with london but most especially with my uni,feel totally disillusioned med school london especially uni,negative,"sadness
"
11797,11798,i am not wishing november away or trying to forget about thanksgiving but i need to be mindful of what really matters when i feel overwhelmed,wishing november away trying forget thanksgiving need mindful really matter feel overwhelmed,negative,"fear
"
11798,11799,i feel all greedy,feel greedy,negative,"anger
"
11799,11800,i feel honoured to have readers who understand and will incorporate it into their sport,feel honoured reader understand incorporate sport,positive,"joy
"
11800,11801,i feel so rude saying i ll get back to you cause shes so nice and needs me but i d prefer to work in a href http www,feel rude saying get back cause shes nice need prefer work href http www,negative,"anger
"
11801,11802,im feeling a little melancholy tonight days ago,feeling little melancholy tonight day ago,negative,"sadness
"
11802,11803,i ended the episode feeling really pissed,ended episode feeling really pissed,negative,"anger
"
11803,11804,i feel like i am ok at least i pray every night that i am,feel like least pray every night,positive,"joy
"
11804,11805,i feel distracted and its sometimes hard to talk to god and that used to be second nature to me,feel distracted sometimes hard talk god used second nature,negative,"anger
"
11805,11806,i came down into the kitchen of my childhood still in a dream i was like a mini baby on the kitchen table and i told my mother that she should expect to get this kind of a damaged child because she was so narrow and unwilling to feelings and emotional support,came kitchen childhood still dream like mini baby kitchen table told mother expect get kind damaged child narrow unwilling feeling emotional support,negative,"sadness
"
11806,11807,im feeling it would be obnoxious,feeling would obnoxious,negative,"anger
"
11807,11808,i feel vain when reporting everyday happenings in my life,feel vain reporting everyday happening life,negative,"sadness
"
11808,11809,i put these to one side and focus on the following version of the shameful revelations allegation even in an ideal egalitarian society having to reveal to the state that one is untalented would cause citizens to feel ashamed,put one side focus following version shameful revelation allegation even ideal egalitarian society reveal state one untalented would cause citizen feel ashamed,negative,"sadness
"
11809,11810,i feel valued by just contributing what i know of and share what id discovered with others,feel valued contributing know share discovered others,positive,"joy
"
11810,11811,i watched a football match with my old friend the performance of the team was very good and the team members were full of spirit the match was excellent and every time a goal was scored i felt excited,watched football match old friend performance team good team member full spirit match excellent every time goal scored felt excited,positive,"joy
"
11811,11812,i don t want to feel dissatisfied i want to feel happy and fulfilled i don t want to feel i am lacking of something or nothing at all life would be so emptied,want feel dissatisfied want feel happy fulfilled want feel lacking something nothing life would emptied,negative,"anger
"
11812,11813,i got when i went home sick today i m still feeling a bit shaky and for david helping me fix the broken handrail on the basement stairs,got went home sick today still feeling bit shaky david helping fix broken handrail basement stair,negative,"fear
"
11813,11814,i feel like weve been doomed from the start and yet were still together two years later,feel like weve doomed start yet still together two year later,negative,"sadness
"
11814,11815,i dont know why but lately i feel so dissatisfied,dont know lately feel dissatisfied,negative,"anger
"
11815,11816,i can feel my stomach aching and grumbling,feel stomach aching grumbling,negative,"sadness
"
11816,11817,i feel like at the moment with all the things to do and worry about and organise and because he is so supportive i have let myself forget to give him the attention he deserves,feel like moment thing worry organise supportive let forget give attention deserves,positive,"love
"
11817,11818,i feel the compulsion to get low,feel compulsion get low,negative,"sadness
"
11818,11819,i know how u feel i hated how people say to just stop thinking about it but try to get help and distract yourself also try to get ur anxiety out in a healthy or helpful way,know feel hated people say stop thinking try get help distract also try get anxiety healthy helpful way,negative,"sadness
"
11819,11820,i feel discouraged and beaten down i do better when i can pray about it obviously and then call my mama and friends,feel discouraged beaten better pray obviously call mama friend,negative,"sadness
"
11820,11821,i feel less agitated but a bit more sad sometimes,feel agitated bit sad sometimes,negative,"anger
"
11821,11822,i miss the feeling of loving,miss feeling loving,positive,"love
"
11822,11823,i had been chained up well time was hard to gauge i had been flogged pierced cut blind folded had hot wax put onto me and deprived of light and sound for periods but never did i feel abused,chained well time hard gauge flogged pierced cut blind folded hot wax put onto deprived light sound period never feel abused,negative,"sadness
"
11823,11824,i have chose for myself that makes me feel amazing,chose make feel amazing,positive,"joy
"
11824,11825,i become aware that i m feeling impatient and thinking things are not going fast enough i can choose to change my thinking and remind myself that god s timing is perfect,become aware feeling impatient thinking thing going fast enough choose change thinking remind god timing perfect,negative,"anger
"
11825,11826,im spending every day waiting to hear from you and feeling like an idiot for caring,spending every day waiting hear feeling like idiot caring,positive,"love
"
11826,11827,i ended up feeling really proud of the final product,ended feeling really proud final product,positive,"joy
"
11827,11828,i cry at the feeling of the suffering of mankind as i have to let go and let the pain flow,cry feeling suffering mankind let let pain flow,negative,"sadness
"
11828,11829,when my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she started telling false stories about us to other people,grandmother came stay permanently difficult person stay started telling false story people,negative,"anger
"
11829,11830,i discovered this song called bring me flowers by hope and as beautiful as it is i cant help to feel melancholy whenever i listen to it,discovered song called bring flower hope beautiful cant help feel melancholy whenever listen,negative,"sadness
"
11830,11831,i feel insecure around people who i marvel at people who humble me,feel insecure around people marvel people humble,negative,"fear
"
11831,11832,i just take control and baby when you kiss my lips and when you kiss my thighs you got me think of the perfect sh t and it always feel so tender and mild when you got your love in between mines,take control baby kiss lip kiss thigh got think perfect always feel tender mild got love mine,positive,"love
"
11832,11833,im feeling so devastated by losing something that others may see as trivial my god takes on that weight as if it was his own,feeling devastated losing something others may see trivial god take weight,negative,"sadness
"
11833,11834,i feel humiliated to introduce you to my colleagues as my wife,feel humiliated introduce colleague wife,negative,"sadness
"
11834,11835,ive been hearing about too many things happening back i singapore and it gets me feeling irritated and depressed about not being able to be there,ive hearing many thing happening back singapore get feeling irritated depressed able,negative,"anger
"
11835,11836,im just feeling very delicate today,feeling delicate today,positive,"love
"
11836,11837,i feel pleased too that i am supporting people with small businesses who work from home buying gifts that have been made with care and talent,feel pleased supporting people small business work home buying gift made care talent,positive,"joy
"
11837,11838,i learned about taking a dip in the dating pool its that in relationships its always better to feel surprised than disappointed,learned taking dip dating pool relationship always better feel surprised disappointed,positive,"surprise
"
11838,11839,i am still trying to find my footing and after three years in i feel just as shaky as ever,still trying find footing three year feel shaky ever,negative,"fear
"
11839,11840,i don t want to feel frustrated about this anymore,want feel frustrated anymore,negative,"anger
"
11840,11841,i feel like i was abused raped defiled,feel like abused raped defiled,negative,"sadness
"
11841,11842,i feel so remorseful for doing this to him,feel remorseful,negative,"sadness
"
11842,11843,i feel very helpless if i do not have any goal to reach nothing to achieve,feel helpless goal reach nothing achieve,negative,"fear
"
11843,11844,on the way down a ski slope which was difficult and steep,way ski slope difficult steep,negative,"fear
"
11844,11845,i started feeling a bit homesick with the mention of mulligans name,started feeling bit homesick mention mulligan name,negative,"sadness
"
11845,11846,i could at least count it i didnt feel as frantic while the group followed the bird as it moved north through the trees,could least count didnt feel frantic group followed bird moved north tree,negative,"fear
"
11846,11847,i am feeling rather vain today because my hair looks good and so i have decided to do an entire post about beauty products,feeling rather vain today hair look good decided entire post beauty product,negative,"sadness
"
11847,11848,i feel like life gave me a plenty of changes to shine and i pissed all over each and every one of them,feel like life gave plenty change shine pissed every one,negative,"anger
"
11848,11849,i cant get traction and start feeling tortured by time as my friend denise puts it,cant get traction start feeling tortured time friend denise put,negative,"fear
"
11849,11850,im feeling very grumpy this week but its not just my annual outbreak of ptpt pre te pouhere tension there has surely been a great deal to be grumpy about this week,feeling grumpy week annual outbreak ptpt pre pouhere tension surely great deal grumpy week,negative,"anger
"
11850,11851,im not mistaken all the thai business leaders at the dinner feel ashamed about the setbacks that have held thailand back from its full potential,mistaken thai business leader dinner feel ashamed setback held thailand back full potential,negative,"sadness
"
11851,11852,i even feel valuable as a person,even feel valuable person,positive,"joy
"
11852,11853,i looked back at her feeling myself desperately curious,looked back feeling desperately curious,positive,"surprise
"
11853,11854,i feel completely unsure of any boundaries or normalcy,feel completely unsure boundary normalcy,negative,"fear
"
11854,11855,i know many of my readers are also non make up wearers and i know we sometimes feel a longing to at least do something to touch ourselves up,know many reader also non make wearer know sometimes feel longing least something touch,positive,"love
"
11855,11856,when i couldnt find my dog which was missing,couldnt find dog missing,negative,"sadness
"
11856,11857,i tend to be a little more relaxed with our days im forced to be a bit more flexible with toddlers but a lot of days im left feeling frustrated that i didnt get more done,tend little relaxed day forced bit flexible toddler lot day left feeling frustrated didnt get done,negative,"anger
"
11857,11858,i feel somehow regretful,feel somehow regretful,negative,"sadness
"
11858,11859,i feel privileged and honored to be able to represent my college in such a prestigious event,feel privileged honored able represent college prestigious event,positive,"joy
"
11859,11860,i wonder if he feels like i dont care about him when i stop caring about me,wonder feel like dont care stop caring,positive,"love
"
11860,11861,im just feeling sort of lame and lonely,feeling sort lame lonely,negative,"sadness
"
